REGION,TECHNOLOGY,VALUE
RE1,AN_BACKSTOP_TRAMTC,999999.0
RE1,AN_BACKSTOP_TRARVT,999999.0
RE1,AN_BACKSTOP_TRASTT,999999.0
RE1,AN_BACKSTOP_TRATAX,999999.0
RE1,AN_BACKSTOP_TRATCK,999999.0
RE1,AN_DEMAGFDSL,999999.0
RE1,AN_DEMAGFELC,999999.0
RE1,AN_DEMAGFGSL,999999.0
RE1,AN_DEMAGFNGS,999999.0
RE1,AN_DEMAGFWOO,999999.0
RE1,AN_DEMCONSDSL,999999.0
RE1,AN_DEMCONSELC,999999.0
RE1,AN_DEMCONSGSL,999999.0
RE1,AN_DEMCONSNGS,999999.0
RE1,AN_DEMINDAUTBOI,999999.0
RE1,AN_DEMINDAUTFUR,999999.0
RE1,AN_DEMINDBGSBOI_HIG,999999.0
RE1,AN_DEMINDBGSBOI_LOW,999999.0
RE1,AN_DEMINDBGSBOI_MID,999999.0
RE1,AN_DEMINDBGSFUR_HIG,999999.0
RE1,AN_DEMINDBGSFUR_LOW,999999.0
RE1,AN_DEMINDBGSFUR_MID,999999.0
RE1,AN_DEMINDCOABOI_HIG,999999.0
RE1,AN_DEMINDCOABOI_LOW,999999.0
RE1,AN_DEMINDCOABOI_MID,999999.0
RE1,AN_DEMINDCOAFUR_HIG,999999.0
RE1,AN_DEMINDCOAFUR_LOW,999999.0
RE1,AN_DEMINDCOAFUR_MID,999999.0
RE1,AN_DEMINDCOAOTH_LOW,999999.0
RE1,AN_DEMINDDSLBOI_HIG,999999.0
RE1,AN_DEMINDDSLBOI_LOW,999999.0
RE1,AN_DEMINDDSLBOI_MID,999999.0
RE1,AN_DEMINDDSLFUR_HIG,999999.0
RE1,AN_DEMINDDSLFUR_LOW,999999.0
RE1,AN_DEMINDDSLFUR_MID,999999.0
RE1,AN_DEMINDELCAIR_HIG,999999.0
RE1,AN_DEMINDELCAIR_LOW,999999.0
RE1,AN_DEMINDELCAIR_MID,999999.0
RE1,AN_DEMINDELCBOI_HIG,999999.0
RE1,AN_DEMINDELCBOI_LOW,999999.0
RE1,AN_DEMINDELCBOI_MID,999999.0
RE1,AN_DEMINDELCFUR_HIG,999999.0
RE1,AN_DEMINDELCFUR_LOW,999999.0
RE1,AN_DEMINDELCFUR_MID,999999.0
RE1,AN_DEMINDELCILU_HIG,999999.0
RE1,AN_DEMINDELCILU_LOW,999999.0
RE1,AN_DEMINDELCILU_MID,999999.0
RE1,AN_DEMINDELCMPW_HIG,999999.0
RE1,AN_DEMINDELCMPW_LOW,999999.0
RE1,AN_DEMINDELCMPW_MID,999999.0
RE1,AN_DEMINDELCOTH_HIG,999999.0
RE1,AN_DEMINDELCOTH_LOW,999999.0
RE1,AN_DEMINDELCOTH_MID,999999.0
RE1,AN_DEMINDELCREF_HIG,999999.0
RE1,AN_DEMINDELCREF_LOW,999999.0
RE1,AN_DEMINDELCREF_MID,999999.0
RE1,AN_DEMINDHDGBOI_HIG,999999.0
RE1,AN_DEMINDHDGBOI_LOW,999999.0
RE1,AN_DEMINDLPGBOI_HIG,999999.0
RE1,AN_DEMINDLPGBOI_LOW,999999.0
RE1,AN_DEMINDLPGBOI_MID,999999.0
RE1,AN_DEMINDLPGFUR_HIG,999999.0
RE1,AN_DEMINDLPGFUR_LOW,999999.0
RE1,AN_DEMINDLPGFUR_MID,999999.0
RE1,AN_DEMINDNGSBOI_HIG,999999.0
RE1,AN_DEMINDNGSBOI_LOW,999999.0
RE1,AN_DEMINDNGSBOI_MID,999999.0
RE1,AN_DEMINDNGSFURCSS,999999.0
RE1,AN_DEMINDNGSFUR_HIG,999999.0
RE1,AN_DEMINDNGSFUR_LOW,999999.0
RE1,AN_DEMINDNGSFUR_MID,999999.0
RE1,AN_DEMINDWASBOI_HIG,999999.0
RE1,AN_DEMINDWASBOI_LOW,999999.0
RE1,AN_DEMINDWASBOI_MID,999999.0
RE1,AN_DEMINDWASFUR_HIG,999999.0
RE1,AN_DEMINDWASFUR_LOW,999999.0
RE1,AN_DEMINDWASFUR_MID,999999.0
RE1,AN_DEMMINIDSL,999999.0
RE1,AN_DEMMINIELC,999999.0
RE1,AN_DEMMINIGSL,999999.0
RE1,AN_DEMMININGS,999999.0
RE1,AN_DEMNGSAUT,999999.0
RE1,AN_DEMNSEELC,999999.0
RE1,AN_DEMRESBGSCKN_MID_RUR,999999.0
RE1,AN_DEMRESELCAIR_PAR_HIG_RUR,999999.0
RE1,AN_DEMRESELCAIR_PAR_HIG_URB,999999.0
RE1,AN_DEMRESELCAIR_PAR_LOW_RUR,999999.0
RE1,AN_DEMRESELCAIR_PAR_LOW_URB,999999.0
RE1,AN_DEMRESELCAIR_PAR_MID_RUR,999999.0
RE1,AN_DEMRESELCAIR_PAR_MID_URB,999999.0
RE1,AN_DEMRESELCAIR_POR_HIG_RUR,999999.0
RE1,AN_DEMRESELCAIR_POR_HIG_URB,999999.0
RE1,AN_DEMRESELCAIR_POR_LOW_RUR,999999.0
RE1,AN_DEMRESELCAIR_POR_LOW_URB,999999.0
RE1,AN_DEMRESELCAIR_POR_MID_RUR,999999.0
RE1,AN_DEMRESELCAIR_POR_MID_URB,999999.0
RE1,AN_DEMRESELCAIR_SPL_HIG_RUR,999999.0
RE1,AN_DEMRESELCAIR_SPL_HIG_URB,999999.0
RE1,AN_DEMRESELCAIR_SPL_LOW_RUR,999999.0
RE1,AN_DEMRESELCAIR_SPL_LOW_URB,999999.0
RE1,AN_DEMRESELCAIR_SPL_MID_RUR,999999.0
RE1,AN_DEMRESELCAIR_SPL_MID_URB,999999.0
RE1,AN_DEMRESELCCKN_HIG_RUR,999999.0
RE1,AN_DEMRESELCCKN_HIG_URB,999999.0
RE1,AN_DEMRESELCCKN_LOW_RUR,999999.0
RE1,AN_DEMRESELCCKN_LOW_URB,999999.0
RE1,AN_DEMRESELCCKN_MID_RUR,999999.0
RE1,AN_DEMRESELCCKN_MID_URB,999999.0
RE1,AN_DEMRESELCFAN_HIG_RUR,999999.0
RE1,AN_DEMRESELCFAN_HIG_URB,999999.0
RE1,AN_DEMRESELCFAN_LOW_RUR,999999.0
RE1,AN_DEMRESELCFAN_LOW_URB,999999.0
RE1,AN_DEMRESELCFAN_MID_RUR,999999.0
RE1,AN_DEMRESELCFAN_MID_URB,999999.0
RE1,AN_DEMRESELCILU_HIG_RUR,999999.0
RE1,AN_DEMRESELCILU_HIG_URB,999999.0
RE1,AN_DEMRESELCILU_INC_RUR,999999.0
RE1,AN_DEMRESELCILU_INC_URB,999999.0
RE1,AN_DEMRESELCILU_LFC_RUR,999999.0
RE1,AN_DEMRESELCILU_LFC_URB,999999.0
RE1,AN_DEMRESELCILU_LOW_RUR,999999.0
RE1,AN_DEMRESELCILU_LOW_URB,999999.0
RE1,AN_DEMRESELCILU_MID_RUR,999999.0
RE1,AN_DEMRESELCILU_MID_URB,999999.0
RE1,AN_DEMRESELCOTH_HIG_RUR,999999.0
RE1,AN_DEMRESELCOTH_HIG_URB,999999.0
RE1,AN_DEMRESELCOTH_LOW_RUR,999999.0
RE1,AN_DEMRESELCOTH_LOW_URB,999999.0
RE1,AN_DEMRESELCOTH_MID_RUR,999999.0
RE1,AN_DEMRESELCOTH_MID_URB,999999.0
RE1,AN_DEMRESELCREF_HIG_RUR,999999.0
RE1,AN_DEMRESELCREF_HIG_URB,999999.0
RE1,AN_DEMRESELCREF_LOW_RUR,999999.0
RE1,AN_DEMRESELCREF_LOW_URB,999999.0
RE1,AN_DEMRESELCREF_MID_RUR,999999.0
RE1,AN_DEMRESELCREF_MID_URB,999999.0
RE1,AN_DEMRESELCTV_CRT_RUR,999999.0
RE1,AN_DEMRESELCTV_CRT_URB,999999.0
RE1,AN_DEMRESELCTV_HIG_RUR,999999.0
RE1,AN_DEMRESELCTV_HIG_URB,999999.0
RE1,AN_DEMRESELCTV_LOW_RUR,999999.0
RE1,AN_DEMRESELCTV_LOW_URB,999999.0
RE1,AN_DEMRESELCTV_MID_RUR,999999.0
RE1,AN_DEMRESELCTV_MID_URB,999999.0
RE1,AN_DEMRESELCWHT_DUC_HIG_RUR,999999.0
RE1,AN_DEMRESELCWHT_DUC_HIG_URB,999999.0
RE1,AN_DEMRESELCWHT_DUC_LOW_RUR,999999.0
RE1,AN_DEMRESELCWHT_DUC_LOW_URB,999999.0
RE1,AN_DEMRESELCWHT_DUC_MID_RUR,999999.0
RE1,AN_DEMRESELCWHT_DUC_MID_URB,999999.0
RE1,AN_DEMRESELCWHT_PAS_HIG_RUR,999999.0
RE1,AN_DEMRESELCWHT_PAS_HIG_URB,999999.0
RE1,AN_DEMRESELCWHT_PAS_LOW_RUR,999999.0
RE1,AN_DEMRESELCWHT_PAS_LOW_URB,999999.0
RE1,AN_DEMRESELCWHT_PAS_MID_RUR,999999.0
RE1,AN_DEMRESELCWHT_PAS_MID_URB,999999.0
RE1,AN_DEMRESELCWHT_TAN_HIG_RUR,999999.0
RE1,AN_DEMRESELCWHT_TAN_HIG_URB,999999.0
RE1,AN_DEMRESELCWHT_TAN_LOW_RUR,999999.0
RE1,AN_DEMRESELCWHT_TAN_LOW_URB,999999.0
RE1,AN_DEMRESELCWHT_TAN_MID_RUR,999999.0
RE1,AN_DEMRESELCWHT_TAN_MID_URB,999999.0
RE1,AN_DEMRESELCWSH_HIG_RUR,999999.0
RE1,AN_DEMRESELCWSH_HIG_URB,999999.0
RE1,AN_DEMRESELCWSH_LOW_RUR,999999.0
RE1,AN_DEMRESELCWSH_LOW_URB,999999.0
RE1,AN_DEMRESELCWSH_MID_RUR,999999.0
RE1,AN_DEMRESELCWSH_MID_URB,999999.0
RE1,AN_DEMRESLPGCKN_HIG_RUR,999999.0
RE1,AN_DEMRESLPGCKN_HIG_URB,999999.0
RE1,AN_DEMRESLPGCKN_LOW_RUR,999999.0
RE1,AN_DEMRESLPGCKN_LOW_URB,999999.0
RE1,AN_DEMRESLPGCKN_MID_RUR,999999.0
RE1,AN_DEMRESLPGCKN_MID_URB,999999.0
RE1,AN_DEMRESNGSCKN_HIG_RUR,999999.0
RE1,AN_DEMRESNGSCKN_HIG_URB,999999.0
RE1,AN_DEMRESNGSCKN_LOW_RUR,999999.0
RE1,AN_DEMRESNGSCKN_LOW_URB,999999.0
RE1,AN_DEMRESNGSCKN_MID_RUR,999999.0
RE1,AN_DEMRESNGSCKN_MID_URB,999999.0
RE1,AN_DEMRESNGSWHT_FOR_HIG_RUR,999999.0
RE1,AN_DEMRESNGSWHT_FOR_HIG_URB,999999.0
RE1,AN_DEMRESNGSWHT_FOR_LOW_RUR,999999.0
RE1,AN_DEMRESNGSWHT_FOR_LOW_URB,999999.0
RE1,AN_DEMRESNGSWHT_FOR_MID_RUR,999999.0
RE1,AN_DEMRESNGSWHT_FOR_MID_URB,999999.0
RE1,AN_DEMRESNGSWHT_NAT_HIG_RUR,999999.0
RE1,AN_DEMRESNGSWHT_NAT_HIG_URB,999999.0
RE1,AN_DEMRESNGSWHT_NAT_LOW_RUR,999999.0
RE1,AN_DEMRESNGSWHT_NAT_LOW_URB,999999.0
RE1,AN_DEMRESNGSWHT_NAT_MID_RUR,999999.0
RE1,AN_DEMRESNGSWHT_NAT_MID_URB,999999.0
RE1,AN_DEMRESWOOCKN_HIG_RUR,999999.0
RE1,AN_DEMRESWOOCKN_HIG_URB,999999.0
RE1,AN_DEMRESWOOCKN_LOW_RUR,999999.0
RE1,AN_DEMRESWOOCKN_LOW_URB,999999.0
RE1,AN_DEMRESWOOCKN_MID_RUR,999999.0
RE1,AN_DEMRESWOOCKN_MID_URB,999999.0
RE1,AN_DEMRES_MEDPVA_URB,999999.0
RE1,AN_DEMTERBGSCKN_HIG,999999.0
RE1,AN_DEMTERBGSCKN_LOW,999999.0
RE1,AN_DEMTERBGSCKN_MID,999999.0
RE1,AN_DEMTERELCACL_HIG,999999.0
RE1,AN_DEMTERELCACL_LOW,999999.0
RE1,AN_DEMTERELCACL_MID,999999.0
RE1,AN_DEMTERELCAIR_CEN_HIG,999999.0
RE1,AN_DEMTERELCAIR_CEN_LOW,999999.0
RE1,AN_DEMTERELCAIR_CEN_MID,999999.0
RE1,AN_DEMTERELCAIR_SPL_HIG,999999.0
RE1,AN_DEMTERELCAIR_SPL_LOW,999999.0
RE1,AN_DEMTERELCAIR_SPL_MID,999999.0
RE1,AN_DEMTERELCCKN_HIG,999999.0
RE1,AN_DEMTERELCCKN_LOW,999999.0
RE1,AN_DEMTERELCCKN_MID,999999.0
RE1,AN_DEMTERELCDATA,999999.0
RE1,AN_DEMTERELCFAN_HIG,999999.0
RE1,AN_DEMTERELCFAN_LOW,999999.0
RE1,AN_DEMTERELCFAN_MID,999999.0
RE1,AN_DEMTERELCILU_CIA,999999.0
RE1,AN_DEMTERELCILU_HAL,999999.0
RE1,AN_DEMTERELCILU_HIG,999999.0
RE1,AN_DEMTERELCILU_LFC,999999.0
RE1,AN_DEMTERELCILU_LOW,999999.0
RE1,AN_DEMTERELCILU_MID,999999.0
RE1,AN_DEMTERELCILU_VAP,999999.0
RE1,AN_DEMTERELCMPW_HIG,999999.0
RE1,AN_DEMTERELCMPW_LOW,999999.0
RE1,AN_DEMTERELCMPW_MID,999999.0
RE1,AN_DEMTERELCOTH_HIG,999999.0
RE1,AN_DEMTERELCOTH_LOW,999999.0
RE1,AN_DEMTERELCOTH_MID,999999.0
RE1,AN_DEMTERELCREF_AUC_HIG,999999.0
RE1,AN_DEMTERELCREF_AUC_LOW,999999.0
RE1,AN_DEMTERELCREF_AUC_MID,999999.0
RE1,AN_DEMTERELCREF_CEN_HIG,999999.0
RE1,AN_DEMTERELCREF_CEN_LOW,999999.0
RE1,AN_DEMTERELCREF_CEN_MID,999999.0
RE1,AN_DEMTERLPGCKN_HIG,999999.0
RE1,AN_DEMTERLPGCKN_LOW,999999.0
RE1,AN_DEMTERLPGCKN_MID,999999.0
RE1,AN_DEMTERNGSCKN_HIG,999999.0
RE1,AN_DEMTERNGSCKN_LOW,999999.0
RE1,AN_DEMTERNGSCKN_MID,999999.0
RE1,AN_DEMTRADSLBOT,99999.0
RE1,AN_DEMTRADSLBUS_ART,99999.0
RE1,AN_DEMTRADSLBUS_BIA,99999.0
RE1,AN_DEMTRADSLBUS_IMU,99999.0
RE1,AN_DEMTRADSLBUS_URB,99999.0
RE1,AN_DEMTRADSLFWD,99999.0
RE1,AN_DEMTRADSLLDV,99999.0
RE1,AN_DEMTRADSLMIC,99999.0
RE1,AN_DEMTRADSLSHP,99999.0
RE1,AN_DEMTRADSLSTT,99999.0
RE1,AN_DEMTRADSLTAX,99999.0
RE1,AN_DEMTRADSLTCK_C2P,99999.0
RE1,AN_DEMTRADSLTCK_CSG,99999.0
RE1,AN_DEMTRAELCBOT,99999.0
RE1,AN_DEMTRAELCBUS_ART,99999.0
RE1,AN_DEMTRAELCBUS_BIA,99999.0
RE1,AN_DEMTRAELCBUS_IMU,99999.0
RE1,AN_DEMTRAELCBUS_URB,99999.0
RE1,AN_DEMTRAELCFWD,99999.0
RE1,AN_DEMTRAELCLDV,99999.0
RE1,AN_DEMTRAELCMET,99999.0
RE1,AN_DEMTRAELCMIC,99999.0
RE1,AN_DEMTRAELCMTC,999999.0
RE1,AN_DEMTRAELCSTT,99999.0
RE1,AN_DEMTRAELCTAX,99999.0
RE1,AN_DEMTRAELCTCK_C2P,99999.0
RE1,AN_DEMTRAELCTCK_CSG,99999.0
RE1,AN_DEMTRAFOLSHP,99999.0
RE1,AN_DEMTRAGSLBOT,99999.0
RE1,AN_DEMTRAGSLBUS_IMU,99999.0
RE1,AN_DEMTRAGSLBUS_URB,999999.0
RE1,AN_DEMTRAGSLFWD,99999.0
RE1,AN_DEMTRAGSLLDV,99999.0
RE1,AN_DEMTRAGSLMIC,99999.0
RE1,AN_DEMTRAGSLMTC,999999.0
RE1,AN_DEMTRAGSLSTT,99999.0
RE1,AN_DEMTRAGSLTAX,99999.0
RE1,AN_DEMTRAGSLTCK_C2P,99999.0
RE1,AN_DEMTRAHDGBUS_IMU,99999.0
RE1,AN_DEMTRAHDGBUS_URB,99999.0
RE1,AN_DEMTRAHDGFWD,99999.0
RE1,AN_DEMTRAHDGLDV,99999.0
RE1,AN_DEMTRAHDGMIC,99999.0
RE1,AN_DEMTRAHDGSTT,99999.0
RE1,AN_DEMTRAHDGTAX,99999.0
RE1,AN_DEMTRAHDGTCK_CSG,99999.0
RE1,AN_DEMTRAHEVFWD,99999.0
RE1,AN_DEMTRAHEVLDV,99999.0
RE1,AN_DEMTRAJETAVI,99999.0
RE1,AN_DEMTRAJETSAFAVI,99999.0
RE1,AN_DEMTRANGSBUS_ART,99999.0
RE1,AN_DEMTRANGSBUS_BIA,99999.0
RE1,AN_DEMTRANGSBUS_IMU,99999.0
RE1,AN_DEMTRANGSBUS_URB,99999.0
RE1,AN_DEMTRANGSFWD,99999.0
RE1,AN_DEMTRANGSLDV,99999.0
RE1,AN_DEMTRANGSMIC,99999.0
RE1,AN_DEMTRANGSSTT,99999.0
RE1,AN_DEMTRANGSTAX,99999.0
RE1,AN_DEMTRANGSTCK_C2P,99999.0
RE1,AN_DEMTRANGSTCK_CSG,99999.0
RE1,AN_DEMTRAPHEVFWD,99999.0
RE1,AN_DEMTRAPHEVLDV,99999.0
RE1,AN_DEMTRAPHEVTAX,99999.0
RE1,AN_MINAFR,999999.0
RE1,AN_MINCOA,122958.0
RE1,AN_MINNGS,0.0
RE1,AN_MINOIL_1LIV,999999.0
RE1,AN_MINOIL_2MED,999999.0
RE1,AN_MINOIL_3PES,999999.0
RE1,AN_MINOPL,999999.0
RE1,AN_MINWAS,999999.0
RE1,AN_MINWAS_ORG,999999.0
RE1,AN_MINWOO,999999.0
RE1,AN_PWRAFR,999999.0
RE1,AN_PWRBGS,999999.0
RE1,AN_PWRCOA,999999.0
RE1,AN_PWRCOACCS,999999.0
RE1,AN_PWRDIST,999999.0
RE1,AN_PWRDSL,999999.0
RE1,AN_PWRGEO,999999.0
RE1,AN_PWRHYDDAM,999999.0
RE1,AN_PWRHYDROR,999999.0
RE1,AN_PWRNGSCCS,999999.0
RE1,AN_PWRNGS_CC,999999.0
RE1,AN_PWRNGS_CS,999999.0
RE1,AN_PWRSOLRTP,999999.0
RE1,AN_PWRSOLUGE,999999.0
RE1,AN_PWRSOLUGE_BAT,999999.0
RE1,AN_PWRSOLUPE,999999.0
RE1,AN_PWRTRN,999999.0
RE1,AN_PWRWAS,999999.0
RE1,AN_TYDBDL,999999.0
RE1,AN_TYDBET,999999.0
RE1,AN_TYDDSL,999999.0
RE1,AN_TYDGSL,999999.0
RE1,AN_TYDJET,999999.0
RE1,AN_TYDLPG,999999.0
RE1,AN_TYDNGS,999999.0
RE1,AN_UPSALK,999999.0
RE1,AN_UPSBDB,999999.0
RE1,AN_UPSBDL,999999.0
RE1,AN_UPSBGB,999999.0
RE1,AN_UPSBGS,999999.0
RE1,AN_UPSBJS,999999.0
RE1,AN_UPSBMET,999999.0
RE1,AN_UPSBMETL,999999.0
RE1,AN_UPSEVC,999999.0
RE1,AN_UPSEV_FC,999999.0
RE1,AN_UPSHDGRST,999999.0
RE1,AN_UPSPEM,999999.0
RE1,AN_UPSSAF,999999.0
RE1,AN_UPSSMR,999999.0
RE1,AN_UPSSMRCCS,999999.0
RE1,CA_BACKSTOP_AGFELC,999999.0
RE1,CA_BACKSTOP_AGFHEA,999999.0
RE1,CA_BACKSTOP_INDCLIM,999999.0
RE1,CA_BACKSTOP_INDDHT,999999.0
RE1,CA_BACKSTOP_INDIHT,999999.0
RE1,CA_BACKSTOP_INDILU,999999.0
RE1,CA_BACKSTOP_INDMPW,999999.0
RE1,CA_BACKSTOP_INDOTH_COA,999999.0
RE1,CA_BACKSTOP_INDOTH_ELC,999999.0
RE1,CA_BACKSTOP_INDREF,999999.0
RE1,CA_BACKSTOP_NSEELC,999999.0
RE1,CA_BACKSTOP_RESCLIM_RUR,999999.0
RE1,CA_BACKSTOP_RESCLIM_URB,999999.0
RE1,CA_BACKSTOP_RESDHT_RUR,999999.0
RE1,CA_BACKSTOP_RESDHT_URB,999999.0
RE1,CA_BACKSTOP_RESILU_RUR,999999.0
RE1,CA_BACKSTOP_RESILU_URB,999999.0
RE1,CA_BACKSTOP_RESOTH_RUR,999999.0
RE1,CA_BACKSTOP_RESOTH_URB,999999.0
RE1,CA_BACKSTOP_RESREF_RUR,999999.0
RE1,CA_BACKSTOP_RESREF_URB,999999.0
RE1,CA_BACKSTOP_RESTV_RUR,999999.0
RE1,CA_BACKSTOP_RESTV_URB,999999.0
RE1,CA_BACKSTOP_RESWHT_RUR,999999.0
RE1,CA_BACKSTOP_RESWHT_URB,999999.0
RE1,CA_BACKSTOP_RESWSH_RUR,999999.0
RE1,CA_BACKSTOP_RESWSH_URB,999999.0
RE1,CA_BACKSTOP_TERCLIM_CEN,999999.0
RE1,CA_BACKSTOP_TERCLIM_FAN,999999.0
RE1,CA_BACKSTOP_TERCLIM_SPL,999999.0
RE1,CA_BACKSTOP_TERDHT,999999.0
RE1,CA_BACKSTOP_TERIHT,999999.0
RE1,CA_BACKSTOP_TERILU,999999.0
RE1,CA_BACKSTOP_TERMPW,999999.0
RE1,CA_BACKSTOP_TEROTH,999999.0
RE1,CA_BACKSTOP_TERREF_AUC,999999.0
RE1,CA_BACKSTOP_TERREF_CEN,999999.0
RE1,CA_BACKSTOP_TRAAVI,999999.0
RE1,CA_BACKSTOP_TRABUS,999999.0
RE1,CA_BACKSTOP_TRAFWD,999999.0
RE1,CA_BACKSTOP_TRALDV,999999.0
RE1,CA_BACKSTOP_TRAMAS,999999.0
RE1,CA_BACKSTOP_TRAMIC,999999.0
RE1,CA_BACKSTOP_TRAMRT,999999.0
RE1,CA_BACKSTOP_TRAMTC,999999.0
RE1,CA_BACKSTOP_TRARVT,999999.0
RE1,CA_BACKSTOP_TRASTT,999999.0
RE1,CA_BACKSTOP_TRATAX,999999.0
RE1,CA_BACKSTOP_TRATCK,999999.0
RE1,CA_DEMAGFDSL,999999.0
RE1,CA_DEMAGFELC,999999.0
RE1,CA_DEMAGFGSL,999999.0
RE1,CA_DEMAGFNGS,999999.0
RE1,CA_DEMAGFWOO,999999.0
RE1,CA_DEMCONSDSL,999999.0
RE1,CA_DEMCONSELC,999999.0
RE1,CA_DEMCONSGSL,999999.0
RE1,CA_DEMCONSNGS,999999.0
RE1,CA_DEMINDAUTBOI,999999.0
RE1,CA_DEMINDAUTFUR,999999.0
RE1,CA_DEMINDBGSBOI_HIG,999999.0
RE1,CA_DEMINDBGSBOI_LOW,999999.0
RE1,CA_DEMINDBGSBOI_MID,999999.0
RE1,CA_DEMINDBGSFUR_HIG,999999.0
RE1,CA_DEMINDBGSFUR_LOW,999999.0
RE1,CA_DEMINDBGSFUR_MID,999999.0
RE1,CA_DEMINDCOABOI_HIG,999999.0
RE1,CA_DEMINDCOABOI_LOW,999999.0
RE1,CA_DEMINDCOABOI_MID,999999.0
RE1,CA_DEMINDCOAFUR_HIG,999999.0
RE1,CA_DEMINDCOAFUR_LOW,999999.0
RE1,CA_DEMINDCOAFUR_MID,999999.0
RE1,CA_DEMINDCOAOTH_LOW,999999.0
RE1,CA_DEMINDDSLBOI_HIG,999999.0
RE1,CA_DEMINDDSLBOI_LOW,999999.0
RE1,CA_DEMINDDSLBOI_MID,999999.0
RE1,CA_DEMINDDSLFUR_HIG,999999.0
RE1,CA_DEMINDDSLFUR_LOW,999999.0
RE1,CA_DEMINDDSLFUR_MID,999999.0
RE1,CA_DEMINDELCAIR_HIG,999999.0
RE1,CA_DEMINDELCAIR_LOW,999999.0
RE1,CA_DEMINDELCAIR_MID,999999.0
RE1,CA_DEMINDELCBOI_HIG,999999.0
RE1,CA_DEMINDELCBOI_LOW,999999.0
RE1,CA_DEMINDELCBOI_MID,999999.0
RE1,CA_DEMINDELCFUR_HIG,999999.0
RE1,CA_DEMINDELCFUR_LOW,999999.0
RE1,CA_DEMINDELCFUR_MID,999999.0
RE1,CA_DEMINDELCILU_HIG,999999.0
RE1,CA_DEMINDELCILU_LOW,999999.0
RE1,CA_DEMINDELCILU_MID,999999.0
RE1,CA_DEMINDELCMPW_HIG,999999.0
RE1,CA_DEMINDELCMPW_LOW,999999.0
RE1,CA_DEMINDELCMPW_MID,999999.0
RE1,CA_DEMINDELCOTH_HIG,999999.0
RE1,CA_DEMINDELCOTH_LOW,999999.0
RE1,CA_DEMINDELCOTH_MID,999999.0
RE1,CA_DEMINDELCREF_HIG,999999.0
RE1,CA_DEMINDELCREF_LOW,999999.0
RE1,CA_DEMINDELCREF_MID,999999.0
RE1,CA_DEMINDHDGBOI_HIG,999999.0
RE1,CA_DEMINDHDGBOI_LOW,999999.0
RE1,CA_DEMINDLPGBOI_HIG,999999.0
RE1,CA_DEMINDLPGBOI_LOW,999999.0
RE1,CA_DEMINDLPGBOI_MID,999999.0
RE1,CA_DEMINDLPGFUR_HIG,999999.0
RE1,CA_DEMINDLPGFUR_LOW,999999.0
RE1,CA_DEMINDLPGFUR_MID,999999.0
RE1,CA_DEMINDNGSBOI_HIG,999999.0
RE1,CA_DEMINDNGSBOI_LOW,999999.0
RE1,CA_DEMINDNGSBOI_MID,999999.0
