REGION,TECHNOLOGY,VALUE
RE1,AN_DEMRESELCWSH_HIG_RUR,10.0
RE1,AN_DEMRESELCWSH_HIG_URB,10.0
RE1,AN_DEMRESELCWSH_LOW_RUR,10.0
RE1,AN_DEMRESELCWSH_LOW_URB,10.0
RE1,AN_DEMRESELCWSH_MID_RUR,10.0
RE1,AN_DEMRESELCWSH_MID_URB,10.0
RE1,AN_DEMRESLPGCKN_HIG_RUR,20.0
RE1,AN_DEMRESLPGCKN_HIG_URB,20.0
RE1,AN_DEMRESLPGCKN_LOW_RUR,20.0
RE1,AN_DEMRESLPGCKN_LOW_URB,20.0
RE1,AN_DEMRESLPGCKN_MID_RUR,20.0
RE1,AN_DEMRESLPGCKN_MID_URB,20.0
RE1,AN_DEMRESNGSCKN_HIG_RUR,20.0
RE1,AN_DEMRESNGSCKN_HIG_URB,20.0
RE1,AN_DEMRESNGSCKN_LOW_RUR,20.0
RE1,AN_DEMRESNGSCKN_LOW_URB,20.0
RE1,AN_DEMRESNGSCKN_MID_RUR,20.0
RE1,AN_DEMRESNGSCKN_MID_URB,20.0
RE1,AN_DEMRESNGSWHT_FOR_HIG_RUR,10.0
RE1,AN_DEMRESNGSWHT_FOR_HIG_URB,10.0
RE1,AN_DEMRESNGSWHT_FOR_LOW_RUR,10.0
RE1,AN_DEMRESNGSWHT_FOR_LOW_URB,10.0
RE1,AN_DEMRESNGSWHT_FOR_MID_RUR,10.0
RE1,AN_DEMRESNGSWHT_FOR_MID_URB,10.0
RE1,AN_DEMRESNGSWHT_NAT_HIG_RUR,10.0
RE1,AN_DEMRESNGSWHT_NAT_HIG_URB,10.0
RE1,AN_DEMRESNGSWHT_NAT_LOW_RUR,10.0
RE1,AN_DEMRESNGSWHT_NAT_LOW_URB,10.0
RE1,AN_DEMRESNGSWHT_NAT_MID_RUR,10.0
RE1,AN_DEMRESNGSWHT_NAT_MID_URB,10.0
RE1,AN_DEMRESWOOCKN_HIG_RUR,30.0
RE1,AN_DEMRESWOOCKN_HIG_URB,30.0
RE1,AN_DEMRESWOOCKN_LOW_RUR,20.0
RE1,AN_DEMRESWOOCKN_LOW_URB,20.0
RE1,AN_DEMRESWOOCKN_MID_RUR,20.0
RE1,AN_DEMRESWOOCKN_MID_URB,20.0
RE1,AN_DEMRES_MEDPVA_URB,100.0
RE1,AN_DEMTERBGSCKN_HIG,30.0
RE1,AN_DEMTERBGSCKN_LOW,30.0
RE1,AN_DEMTERBGSCKN_MID,30.0
RE1,AN_DEMTERELCACL_HIG,10.0
RE1,AN_DEMTERELCACL_LOW,10.0
RE1,AN_DEMTERELCACL_MID,10.0
RE1,AN_DEMTERELCAIR_CEN_HIG,20.0
RE1,AN_DEMTERELCAIR_CEN_LOW,20.0
RE1,AN_DEMTERELCAIR_CEN_MID,20.0
RE1,AN_DEMTERELCAIR_SPL_HIG,20.0
RE1,AN_DEMTERELCAIR_SPL_LOW,20.0
RE1,AN_DEMTERELCAIR_SPL_MID,20.0
RE1,AN_DEMTERELCCKN_HIG,30.0
RE1,AN_DEMTERELCCKN_LOW,30.0
RE1,AN_DEMTERELCCKN_MID,30.0
RE1,AN_DEMTERELCDATA,35.0
RE1,AN_DEMTERELCFAN_HIG,10.0
RE1,AN_DEMTERELCFAN_LOW,10.0
RE1,AN_DEMTERELCFAN_MID,10.0
RE1,AN_DEMTERELCILU_CIA,2.0
RE1,AN_DEMTERELCILU_HAL,2.0
RE1,AN_DEMTERELCILU_HIG,7.0
RE1,AN_DEMTERELCILU_LFC,2.0
RE1,AN_DEMTERELCILU_LOW,7.0
RE1,AN_DEMTERELCILU_MID,7.0
RE1,AN_DEMTERELCILU_VAP,2.0
RE1,AN_DEMTERELCMPW_HIG,20.0
RE1,AN_DEMTERELCMPW_LOW,20.0
RE1,AN_DEMTERELCMPW_MID,20.0
RE1,AN_DEMTERELCOTH_HIG,5.0
RE1,AN_DEMTERELCOTH_LOW,5.0
RE1,AN_DEMTERELCOTH_MID,5.0
RE1,AN_DEMTERELCREF_AUC_HIG,15.0
RE1,AN_DEMTERELCREF_AUC_LOW,15.0
RE1,AN_DEMTERELCREF_AUC_MID,15.0
RE1,AN_DEMTERELCREF_CEN_HIG,20.0
RE1,AN_DEMTERELCREF_CEN_LOW,20.0
RE1,AN_DEMTERELCREF_CEN_MID,20.0
RE1,AN_DEMTERLPGCKN_HIG,30.0
RE1,AN_DEMTERLPGCKN_LOW,30.0
RE1,AN_DEMTERLPGCKN_MID,30.0
RE1,AN_DEMTERNGSCKN_HIG,30.0
RE1,AN_DEMTERNGSCKN_LOW,30.0
RE1,AN_DEMTERNGSCKN_MID,30.0
RE1,AN_DEMTRADSLBOT,25.0
RE1,AN_DEMTRADSLBUS_ART,32.0
RE1,AN_DEMTRADSLBUS_BIA,32.0
RE1,AN_DEMTRADSLBUS_IMU,25.0
RE1,AN_DEMTRADSLBUS_URB,32.0
RE1,AN_DEMTRADSLFWD,20.0
RE1,AN_DEMTRADSLLDV,20.0
RE1,AN_DEMTRADSLMIC,25.0
RE1,AN_DEMTRADSLSHP,35.0
RE1,AN_DEMTRADSLSTT,30.0
RE1,AN_DEMTRADSLTAX,20.0
RE1,AN_DEMTRADSLTCK_C2P,34.0
RE1,AN_DEMTRADSLTCK_CSG,34.0
RE1,AN_DEMTRAELCBOT,25.0
RE1,AN_DEMTRAELCBUS_ART,32.0
RE1,AN_DEMTRAELCBUS_BIA,32.0
RE1,AN_DEMTRAELCBUS_IMU,25.0
RE1,AN_DEMTRAELCBUS_URB,32.0
RE1,AN_DEMTRAELCFWD,20.0
RE1,AN_DEMTRAELCLDV,20.0
RE1,AN_DEMTRAELCMET,35.0
RE1,AN_DEMTRAELCMIC,25.0
RE1,AN_DEMTRAELCMOT,12.0
RE1,AN_DEMTRAELCSTT,30.0
RE1,AN_DEMTRAELCTAX,20.0
RE1,AN_DEMTRAELCTCK_C2P,34.0
RE1,AN_DEMTRAELCTCK_CSG,34.0
RE1,AN_DEMTRAFOLSHP,30.0
RE1,AN_DEMTRAGSLBOT,25.0
RE1,AN_DEMTRAGSLBUS_IMU,25.0
RE1,AN_DEMTRAGSLBUS_URB,32.0
RE1,AN_DEMTRAGSLFWD,20.0
RE1,AN_DEMTRAGSLLDV,20.0
RE1,AN_DEMTRAGSLMIC,25.0
RE1,AN_DEMTRAGSLMOT,12.0
RE1,AN_DEMTRAGSLSTT,30.0
RE1,AN_DEMTRAGSLTAX,20.0
RE1,AN_DEMTRAGSLTCK_C2P,34.0
RE1,AN_DEMTRAHDGBUS_IMU,25.0
RE1,AN_DEMTRAHDGBUS_URB,32.0
RE1,AN_DEMTRAHDGFWD,20.0
RE1,AN_DEMTRAHDGLDV,20.0
RE1,AN_DEMTRAHDGMIC,25.0
RE1,AN_DEMTRAHDGSTT,30.0
RE1,AN_DEMTRAHDGTAX,20.0
RE1,AN_DEMTRAHDGTCK_CSG,34.0
RE1,AN_DEMTRAHEVFWD,20.0
RE1,AN_DEMTRAHEVLDV,20.0
RE1,AN_DEMTRAJETAVI,35.0
RE1,AN_DEMTRAJETSAFAVI,35.0
RE1,AN_DEMTRANGSBUS_ART,32.0
RE1,AN_DEMTRANGSBUS_BIA,32.0
RE1,AN_DEMTRANGSBUS_IMU,25.0
RE1,AN_DEMTRANGSBUS_URB,32.0
RE1,AN_DEMTRANGSFWD,20.0
RE1,AN_DEMTRANGSLDV,20.0
RE1,AN_DEMTRANGSMIC,25.0
RE1,AN_DEMTRANGSSTT,30.0
RE1,AN_DEMTRANGSTAX,20.0
RE1,AN_DEMTRANGSTCK_C2P,34.0
RE1,AN_DEMTRANGSTCK_CSG,34.0
RE1,AN_DEMTRAPHEVFWD,20.0
RE1,AN_DEMTRAPHEVLDV,20.0
RE1,AN_DEMTRAPHEVTAX,20.0
RE1,AN_MINAFR,100.0
RE1,AN_MINBAG,100.0
RE1,AN_MINCOA,100.0
RE1,AN_MINNGS,100.0
RE1,AN_MINOIL_1LIV,100.0
RE1,AN_MINOIL_2MID,100.0
RE1,AN_MINOIL_3PES,100.0
RE1,AN_MINOPL,100.0
RE1,AN_MINSGC,100.0
RE1,AN_MINWAS,100.0
RE1,AN_MINWAS_ORG,100.0
RE1,AN_MINWOO,100.0
RE1,AN_PWRAFR,25.0
RE1,AN_PWRBGS,25.0
RE1,AN_PWRCOA,40.0
RE1,AN_PWRCOACCS,40.0
RE1,AN_PWRDIST,50.0
RE1,AN_PWRDSL,40.0
RE1,AN_PWRGEO,20.0
RE1,AN_PWRHYDDAM,60.0
RE1,AN_PWRHYDROR,60.0
RE1,AN_PWRNGSCCS,30.0
RE1,AN_PWRNGS_CC,30.0
RE1,AN_PWRNGS_CS,30.0
RE1,AN_PWRSOLRTP,25.0
RE1,AN_PWRSOLUGE,25.0
RE1,AN_PWRSOLUGE_BAT,25.0
RE1,AN_PWRSOLUPE,25.0
RE1,AN_PWRTRN,50.0
RE1,AN_PWRWAS,20.0
RE1,AN_TYDBDL,50.0
RE1,AN_TYDBET,50.0
RE1,AN_TYDDSL,50.0
RE1,AN_TYDGSL,50.0
RE1,AN_TYDJET,50.0
RE1,AN_TYDLPG,50.0
RE1,AN_TYDNGS,50.0
RE1,AN_UPSALK,10.0
RE1,AN_UPSBDB,50.0
RE1,AN_UPSBDL,40.0
RE1,AN_UPSBGB,50.0
RE1,AN_UPSBGS,20.0
RE1,AN_UPSBJS,40.0
RE1,AN_UPSBMET,20.0
RE1,AN_UPSBMETL,20.0
RE1,AN_UPSEVC,20.0
RE1,AN_UPSEV_FC,20.0
RE1,AN_UPSHDGRST,20.0
RE1,AN_UPSPEM,10.0
RE1,AN_UPSSAF,40.0
RE1,AN_UPSSMR,25.0
RE1,AN_UPSSMRCCS,20.0
RE1,CA_BACKSTOP_AGFELC,1.0
RE1,CA_BACKSTOP_AGFHEA,1.0
RE1,CA_BACKSTOP_INDCLIM,1.0
RE1,CA_BACKSTOP_INDDHT,1.0
RE1,CA_BACKSTOP_INDIHT,1.0
RE1,CA_BACKSTOP_INDILU,1.0
RE1,CA_BACKSTOP_INDMPW,1.0
RE1,CA_BACKSTOP_INDOTH_COA,1.0
RE1,CA_BACKSTOP_INDOTH_ELC,1.0
RE1,CA_BACKSTOP_INDREF,1.0
RE1,CA_BACKSTOP_NSEELC,1.0
RE1,CA_BACKSTOP_RESCLIM_RUR,1.0
RE1,CA_BACKSTOP_RESCLIM_URB,1.0
RE1,CA_BACKSTOP_RESDHT_RUR,1.0
RE1,CA_BACKSTOP_RESDHT_URB,1.0
RE1,CA_BACKSTOP_RESILU_RUR,1.0
RE1,CA_BACKSTOP_RESILU_URB,1.0
RE1,CA_BACKSTOP_RESOTH_RUR,1.0
RE1,CA_BACKSTOP_RESOTH_URB,1.0
RE1,CA_BACKSTOP_RESREF_RUR,1.0
RE1,CA_BACKSTOP_RESREF_URB,1.0
RE1,CA_BACKSTOP_RESTV_RUR,1.0
RE1,CA_BACKSTOP_RESTV_URB,1.0
RE1,CA_BACKSTOP_RESWHT_RUR,1.0
RE1,CA_BACKSTOP_RESWHT_URB,1.0
RE1,CA_BACKSTOP_RESWSH_RUR,1.0
RE1,CA_BACKSTOP_RESWSH_URB,1.0
RE1,CA_BACKSTOP_TERCLIM_CEN,1.0
RE1,CA_BACKSTOP_TERCLIM_FAN,1.0
RE1,CA_BACKSTOP_TERCLIM_SPL,1.0
RE1,CA_BACKSTOP_TERDHT,1.0
RE1,CA_BACKSTOP_TERIHT,1.0
RE1,CA_BACKSTOP_TERILU,1.0
RE1,CA_BACKSTOP_TERMPW,1.0
RE1,CA_BACKSTOP_TEROTH,1.0
RE1,CA_BACKSTOP_TERREF_AUC,1.0
RE1,CA_BACKSTOP_TERREF_CEN,1.0
RE1,CA_BACKSTOP_TRAAVI,1.0
RE1,CA_BACKSTOP_TRABUS,1.0
RE1,CA_BACKSTOP_TRAFWD,1.0
RE1,CA_BACKSTOP_TRALDV,1.0
RE1,CA_BACKSTOP_TRAMAS,1.0
RE1,CA_BACKSTOP_TRAMIC,1.0
RE1,CA_BACKSTOP_TRAMRT,1.0
RE1,CA_BACKSTOP_TRAMTC,1.0
RE1,CA_BACKSTOP_TRARVT,1.0
RE1,CA_BACKSTOP_TRASTT,1.0
RE1,CA_BACKSTOP_TRATAX,1.0
RE1,CA_BACKSTOP_TRATCK,1.0
RE1,CA_DEMAGFDSL,40.0
RE1,CA_DEMAGFELC,40.0
RE1,CA_DEMAGFGSL,40.0
RE1,CA_DEMAGFNGS,40.0
RE1,CA_DEMAGFWOO,40.0
RE1,CA_DEMCONSDSL,100.0
RE1,CA_DEMCONSELC,100.0
RE1,CA_DEMCONSGSL,100.0
RE1,CA_DEMCONSNGS,100.0
RE1,CA_DEMINDAUTBOI,100.0
RE1,CA_DEMINDAUTFUR,100.0
RE1,CA_DEMINDBGSBOI_HIG,30.0
RE1,CA_DEMINDBGSBOI_LOW,30.0
RE1,CA_DEMINDBGSBOI_MID,30.0
RE1,CA_DEMINDBGSFUR_HIG,20.0
RE1,CA_DEMINDBGSFUR_LOW,20.0
RE1,CA_DEMINDBGSFUR_MID,20.0
RE1,CA_DEMINDCOABOI_HIG,30.0
RE1,CA_DEMINDCOABOI_LOW,30.0
RE1,CA_DEMINDCOABOI_MID,30.0
RE1,CA_DEMINDCOAFUR_HIG,35.0
RE1,CA_DEMINDCOAFUR_LOW,35.0
RE1,CA_DEMINDCOAFUR_MID,35.0
RE1,CA_DEMINDCOAOTH_LOW,100.0
RE1,CA_DEMINDDSLBOI_HIG,30.0
RE1,CA_DEMINDDSLBOI_LOW,30.0
RE1,CA_DEMINDDSLBOI_MID,30.0
RE1,CA_DEMINDDSLFUR_HIG,35.0
RE1,CA_DEMINDDSLFUR_LOW,35.0
RE1,CA_DEMINDDSLFUR_MID,35.0
RE1,CA_DEMINDELCAIR_HIG,20.0
RE1,CA_DEMINDELCAIR_LOW,20.0
RE1,CA_DEMINDELCAIR_MID,20.0
RE1,CA_DEMINDELCBOI_HIG,30.0
RE1,CA_DEMINDELCBOI_LOW,30.0
RE1,CA_DEMINDELCBOI_MID,30.0
RE1,CA_DEMINDELCFUR_HIG,35.0
RE1,CA_DEMINDELCFUR_LOW,35.0
RE1,CA_DEMINDELCFUR_MID,35.0
RE1,CA_DEMINDELCILU_HIG,7.0
RE1,CA_DEMINDELCILU_LOW,7.0
RE1,CA_DEMINDELCILU_MID,7.0
RE1,CA_DEMINDELCMPW_HIG,30.0
RE1,CA_DEMINDELCMPW_LOW,30.0
RE1,CA_DEMINDELCMPW_MID,30.0
RE1,CA_DEMINDELCOTH_HIG,5.0
RE1,CA_DEMINDELCOTH_LOW,5.0
RE1,CA_DEMINDELCOTH_MID,5.0
RE1,CA_DEMINDELCREF_HIG,20.0
RE1,CA_DEMINDELCREF_LOW,20.0
RE1,CA_DEMINDELCREF_MID,20.0
RE1,CA_DEMINDHDGBOI_HIG,30.0
RE1,CA_DEMINDHDGBOI_LOW,30.0
RE1,CA_DEMINDLPGBOI_HIG,30.0
RE1,CA_DEMINDLPGBOI_LOW,30.0
RE1,CA_DEMINDLPGBOI_MID,30.0
RE1,CA_DEMINDLPGFUR_HIG,35.0
RE1,CA_DEMINDLPGFUR_LOW,35.0
RE1,CA_DEMINDLPGFUR_MID,35.0
RE1,CA_DEMINDNGSBOI_HIG,30.0
RE1,CA_DEMINDNGSBOI_LOW,30.0
RE1,CA_DEMINDNGSBOI_MID,30.0
RE1,CA_DEMINDNGSFURCSS,35.0
RE1,CA_DEMINDNGSFUR_HIG,35.0
RE1,CA_DEMINDNGSFUR_LOW,35.0
RE1,CA_DEMINDNGSFUR_MID,35.0
RE1,CA_DEMINDWASBOI_HIG,20.0
RE1,CA_DEMINDWASBOI_LOW,20.0
RE1,CA_DEMINDWASBOI_MID,20.0
RE1,CA_DEMINDWASFUR_HIG,30.0
RE1,CA_DEMINDWASFUR_LOW,30.0
RE1,CA_DEMINDWASFUR_MID,30.0
RE1,CA_DEMMINIDSL,100.0
RE1,CA_DEMMINIELC,100.0
RE1,CA_DEMMINIGSL,100.0
RE1,CA_DEMMININGS,100.0
RE1,CA_DEMNGSAUT,100.0
RE1,CA_DEMNSEELC,100.0
RE1,CA_DEMRESBGSCKN_MID_RUR,15.0
RE1,CA_DEMRESELCAIR_PAR_HIG_RUR,20.0
RE1,CA_DEMRESELCAIR_PAR_HIG_URB,20.0
