TIMESLICE,YEAR,VALUE
S106,2022,0.01041666666666667
S106,2023,0.01041666666666667
S106,2024,0.01041666666666667
S106,2025,0.01041666666666667
S106,2026,0.01041666666666667
S106,2027,0.01041666666666667
S106,2028,0.01041666666666667
S106,2029,0.01041666666666667
S106,2030,0.01041666666666667
S106,2031,0.01041666666666667
S106,2032,0.01041666666666667
S106,2033,0.01041666666666667
S106,2034,0.01041666666666667
S106,2035,0.01041666666666667
S106,2036,0.01041666666666667
S106,2037,0.01041666666666667
S106,2038,0.01041666666666667
S106,2039,0.01041666666666667
S106,2040,0.01041666666666667
S106,2041,0.01041666666666667
S106,2042,0.01041666666666667
S106,2043,0.01041666666666667
S106,2044,0.01041666666666667
S106,2045,0.01041666666666667
S106,2046,0.01041666666666667
S106,2047,0.01041666666666667
S106,2048,0.01041666666666667
S106,2049,0.01041666666666667
S106,2050,0.01041666666666667
S106,2051,0.01041666666666667
S106,2052,0.01041666666666667
S106,2053,0.01041666666666667
S106,2054,0.01041666666666667
S107,2022,0.01041666666666667
S107,2023,0.01041666666666667
S107,2024,0.01041666666666667
S107,2025,0.01041666666666667
S107,2026,0.01041666666666667
S107,2027,0.01041666666666667
S107,2028,0.01041666666666667
S107,2029,0.01041666666666667
S107,2030,0.01041666666666667
S107,2031,0.01041666666666667
S107,2032,0.01041666666666667
S107,2033,0.01041666666666667
S107,2034,0.01041666666666667
S107,2035,0.01041666666666667
S107,2036,0.01041666666666667
S107,2037,0.01041666666666667
S107,2038,0.01041666666666667
S107,2039,0.01041666666666667
S107,2040,0.01041666666666667
S107,2041,0.01041666666666667
S107,2042,0.01041666666666667
S107,2043,0.01041666666666667
S107,2044,0.01041666666666667
S107,2045,0.01041666666666667
S107,2046,0.01041666666666667
S107,2047,0.01041666666666667
S107,2048,0.01041666666666667
S107,2049,0.01041666666666667
S107,2050,0.01041666666666667
S107,2051,0.01041666666666667
S107,2052,0.01041666666666667
S107,2053,0.01041666666666667
S107,2054,0.01041666666666667
S108,2022,0.01041666666666667
S108,2023,0.01041666666666667
S108,2024,0.01041666666666667
S108,2025,0.01041666666666667
S108,2026,0.01041666666666667
S108,2027,0.01041666666666667
S108,2028,0.01041666666666667
S108,2029,0.01041666666666667
S108,2030,0.01041666666666667
S108,2031,0.01041666666666667
S108,2032,0.01041666666666667
S108,2033,0.01041666666666667
S108,2034,0.01041666666666667
S108,2035,0.01041666666666667
S108,2036,0.01041666666666667
S108,2037,0.01041666666666667
S108,2038,0.01041666666666667
S108,2039,0.01041666666666667
S108,2040,0.01041666666666667
S108,2041,0.01041666666666667
S108,2042,0.01041666666666667
S108,2043,0.01041666666666667
S108,2044,0.01041666666666667
S108,2045,0.01041666666666667
S108,2046,0.01041666666666667
S108,2047,0.01041666666666667
S108,2048,0.01041666666666667
S108,2049,0.01041666666666667
S108,2050,0.01041666666666667
S108,2051,0.01041666666666667
S108,2052,0.01041666666666667
S108,2053,0.01041666666666667
S108,2054,0.01041666666666667
S109,2022,0.01041666666666667
S109,2023,0.01041666666666667
S109,2024,0.01041666666666667
S109,2025,0.01041666666666667
S109,2026,0.01041666666666667
S109,2027,0.01041666666666667
S109,2028,0.01041666666666667
S109,2029,0.01041666666666667
S109,2030,0.01041666666666667
S109,2031,0.01041666666666667
S109,2032,0.01041666666666667
S109,2033,0.01041666666666667
S109,2034,0.01041666666666667
S109,2035,0.01041666666666667
S109,2036,0.01041666666666667
S109,2037,0.01041666666666667
S109,2038,0.01041666666666667
S109,2039,0.01041666666666667
S109,2040,0.01041666666666667
S109,2041,0.01041666666666667
S109,2042,0.01041666666666667
S109,2043,0.01041666666666667
S109,2044,0.01041666666666667
S109,2045,0.01041666666666667
S109,2046,0.01041666666666667
S109,2047,0.01041666666666667
S109,2048,0.01041666666666667
S109,2049,0.01041666666666667
S109,2050,0.01041666666666667
S109,2051,0.01041666666666667
S109,2052,0.01041666666666667
S109,2053,0.01041666666666667
S109,2054,0.01041666666666667
S110,2022,0.01041666666666667
S110,2023,0.01041666666666667
S110,2024,0.01041666666666667
S110,2025,0.01041666666666667
S110,2026,0.01041666666666667
S110,2027,0.01041666666666667
S110,2028,0.01041666666666667
S110,2029,0.01041666666666667
S110,2030,0.01041666666666667
S110,2031,0.01041666666666667
S110,2032,0.01041666666666667
S110,2033,0.01041666666666667
S110,2034,0.01041666666666667
S110,2035,0.01041666666666667
S110,2036,0.01041666666666667
S110,2037,0.01041666666666667
S110,2038,0.01041666666666667
S110,2039,0.01041666666666667
S110,2040,0.01041666666666667
S110,2041,0.01041666666666667
S110,2042,0.01041666666666667
S110,2043,0.01041666666666667
S110,2044,0.01041666666666667
S110,2045,0.01041666666666667
S110,2046,0.01041666666666667
S110,2047,0.01041666666666667
S110,2048,0.01041666666666667
S110,2049,0.01041666666666667
S110,2050,0.01041666666666667
S110,2051,0.01041666666666667
S110,2052,0.01041666666666667
S110,2053,0.01041666666666667
S110,2054,0.01041666666666667
S111,2022,0.01041666666666667
S111,2023,0.01041666666666667
S111,2024,0.01041666666666667
S111,2025,0.01041666666666667
S111,2026,0.01041666666666667
S111,2027,0.01041666666666667
S111,2028,0.01041666666666667
S111,2029,0.01041666666666667
S111,2030,0.01041666666666667
S111,2031,0.01041666666666667
S111,2032,0.01041666666666667
S111,2033,0.01041666666666667
S111,2034,0.01041666666666667
S111,2035,0.01041666666666667
S111,2036,0.01041666666666667
S111,2037,0.01041666666666667
S111,2038,0.01041666666666667
S111,2039,0.01041666666666667
S111,2040,0.01041666666666667
S111,2041,0.01041666666666667
S111,2042,0.01041666666666667
S111,2043,0.01041666666666667
S111,2044,0.01041666666666667
S111,2045,0.01041666666666667
S111,2046,0.01041666666666667
S111,2047,0.01041666666666667
S111,2048,0.01041666666666667
S111,2049,0.01041666666666667
S111,2050,0.01041666666666667
S111,2051,0.01041666666666667
S111,2052,0.01041666666666667
S111,2053,0.01041666666666667
S111,2054,0.01041666666666667
S112,2022,0.01041666666666667
S112,2023,0.01041666666666667
S112,2024,0.01041666666666667
S112,2025,0.01041666666666667
S112,2026,0.01041666666666667
S112,2027,0.01041666666666667
S112,2028,0.01041666666666667
S112,2029,0.01041666666666667
S112,2030,0.01041666666666667
S112,2031,0.01041666666666667
S112,2032,0.01041666666666667
S112,2033,0.01041666666666667
S112,2034,0.01041666666666667
S112,2035,0.01041666666666667
S112,2036,0.01041666666666667
S112,2037,0.01041666666666667
S112,2038,0.01041666666666667
S112,2039,0.01041666666666667
S112,2040,0.01041666666666667
S112,2041,0.01041666666666667
S112,2042,0.01041666666666667
S112,2043,0.01041666666666667
S112,2044,0.01041666666666667
S112,2045,0.01041666666666667
S112,2046,0.01041666666666667
S112,2047,0.01041666666666667
S112,2048,0.01041666666666667
S112,2049,0.01041666666666667
S112,2050,0.01041666666666667
S112,2051,0.01041666666666667
S112,2052,0.01041666666666667
S112,2053,0.01041666666666667
S112,2054,0.01041666666666667
S113,2022,0.01041666666666667
S113,2023,0.01041666666666667
S113,2024,0.01041666666666667
S113,2025,0.01041666666666667
S113,2026,0.01041666666666667
S113,2027,0.01041666666666667
S113,2028,0.01041666666666667
S113,2029,0.01041666666666667
S113,2030,0.01041666666666667
S113,2031,0.01041666666666667
S113,2032,0.01041666666666667
S113,2033,0.01041666666666667
S113,2034,0.01041666666666667
S113,2035,0.01041666666666667
S113,2036,0.01041666666666667
S113,2037,0.01041666666666667
S113,2038,0.01041666666666667
S113,2039,0.01041666666666667
S113,2040,0.01041666666666667
S113,2041,0.01041666666666667
S113,2042,0.01041666666666667
S113,2043,0.01041666666666667
S113,2044,0.01041666666666667
S113,2045,0.01041666666666667
S113,2046,0.01041666666666667
S113,2047,0.01041666666666667
S113,2048,0.01041666666666667
S113,2049,0.01041666666666667
S113,2050,0.01041666666666667
S113,2051,0.01041666666666667
S113,2052,0.01041666666666667
S113,2053,0.01041666666666667
S113,2054,0.01041666666666667
S114,2022,0.01041666666666667
S114,2023,0.01041666666666667
S114,2024,0.01041666666666667
S114,2025,0.01041666666666667
S114,2026,0.01041666666666667
S114,2027,0.01041666666666667
S114,2028,0.01041666666666667
S114,2029,0.01041666666666667
S114,2030,0.01041666666666667
S114,2031,0.01041666666666667
S114,2032,0.01041666666666667
S114,2033,0.01041666666666667
S114,2034,0.01041666666666667
S114,2035,0.01041666666666667
S114,2036,0.01041666666666667
S114,2037,0.01041666666666667
S114,2038,0.01041666666666667
S114,2039,0.01041666666666667
S114,2040,0.01041666666666667
S114,2041,0.01041666666666667
S114,2042,0.01041666666666667
S114,2043,0.01041666666666667
S114,2044,0.01041666666666667
S114,2045,0.01041666666666667
S114,2046,0.01041666666666667
S114,2047,0.01041666666666667
S114,2048,0.01041666666666667
S114,2049,0.01041666666666667
S114,2050,0.01041666666666667
S114,2051,0.01041666666666667
S114,2052,0.01041666666666667
S114,2053,0.01041666666666667
S114,2054,0.01041666666666667
S115,2022,0.01041666666666667
S115,2023,0.01041666666666667
S115,2024,0.01041666666666667
S115,2025,0.01041666666666667
S115,2026,0.01041666666666667
S115,2027,0.01041666666666667
S115,2028,0.01041666666666667
S115,2029,0.01041666666666667
S115,2030,0.01041666666666667
S115,2031,0.01041666666666667
S115,2032,0.01041666666666667
S115,2033,0.01041666666666667
S115,2034,0.01041666666666667
S115,2035,0.01041666666666667
S115,2036,0.01041666666666667
S115,2037,0.01041666666666667
S115,2038,0.01041666666666667
S115,2039,0.01041666666666667
S115,2040,0.01041666666666667
S115,2041,0.01041666666666667
S115,2042,0.01041666666666667
S115,2043,0.01041666666666667
S115,2044,0.01041666666666667
S115,2045,0.01041666666666667
S115,2046,0.01041666666666667
S115,2047,0.01041666666666667
S115,2048,0.01041666666666667
S115,2049,0.01041666666666667
S115,2050,0.01041666666666667
S115,2051,0.01041666666666667
S115,2052,0.01041666666666667
S115,2053,0.01041666666666667
S115,2054,0.01041666666666667
S116,2022,0.01041666666666667
S116,2023,0.01041666666666667
S116,2024,0.01041666666666667
S116,2025,0.01041666666666667
S116,2026,0.01041666666666667
S116,2027,0.01041666666666667
S116,2028,0.01041666666666667
S116,2029,0.01041666666666667
S116,2030,0.01041666666666667
S116,2031,0.01041666666666667
S116,2032,0.01041666666666667
S116,2033,0.01041666666666667
S116,2034,0.01041666666666667
S116,2035,0.01041666666666667
S116,2036,0.01041666666666667
S116,2037,0.01041666666666667
S116,2038,0.01041666666666667
S116,2039,0.01041666666666667
S116,2040,0.01041666666666667
S116,2041,0.01041666666666667
S116,2042,0.01041666666666667
S116,2043,0.01041666666666667
S116,2044,0.01041666666666667
S116,2045,0.01041666666666667
S116,2046,0.01041666666666667
S116,2047,0.01041666666666667
S116,2048,0.01041666666666667
S116,2049,0.01041666666666667
S116,2050,0.01041666666666667
S116,2051,0.01041666666666667
S116,2052,0.01041666666666667
S116,2053,0.01041666666666667
S116,2054,0.01041666666666667
S117,2022,0.01041666666666667
S117,2023,0.01041666666666667
S117,2024,0.01041666666666667
S117,2025,0.01041666666666667
S117,2026,0.01041666666666667
S117,2027,0.01041666666666667
S117,2028,0.01041666666666667
S117,2029,0.01041666666666667
S117,2030,0.01041666666666667
S117,2031,0.01041666666666667
S117,2032,0.01041666666666667
S117,2033,0.01041666666666667
S117,2034,0.01041666666666667
S117,2035,0.01041666666666667
S117,2036,0.01041666666666667
S117,2037,0.01041666666666667
S117,2038,0.01041666666666667
S117,2039,0.01041666666666667
S117,2040,0.01041666666666667
S117,2041,0.01041666666666667
S117,2042,0.01041666666666667
S117,2043,0.01041666666666667
S117,2044,0.01041666666666667
S117,2045,0.01041666666666667
S117,2046,0.01041666666666667
S117,2047,0.01041666666666667
S117,2048,0.01041666666666667
S117,2049,0.01041666666666667
S117,2050,0.01041666666666667
S117,2051,0.01041666666666667
S117,2052,0.01041666666666667
S117,2053,0.01041666666666667
S117,2054,0.01041666666666667
S118,2022,0.01041666666666667
S118,2023,0.01041666666666667
S118,2024,0.01041666666666667
S118,2025,0.01041666666666667
S118,2026,0.01041666666666667
S118,2027,0.01041666666666667
S118,2028,0.01041666666666667
S118,2029,0.01041666666666667
S118,2030,0.01041666666666667
S118,2031,0.01041666666666667
S118,2032,0.01041666666666667
S118,2033,0.01041666666666667
S118,2034,0.01041666666666667
S118,2035,0.01041666666666667
S118,2036,0.01041666666666667
S118,2037,0.01041666666666667
S118,2038,0.01041666666666667
S118,2039,0.01041666666666667
S118,2040,0.01041666666666667
S118,2041,0.01041666666666667
S118,2042,0.01041666666666667
S118,2043,0.01041666666666667
S118,2044,0.01041666666666667
S118,2045,0.01041666666666667
S118,2046,0.01041666666666667
S118,2047,0.01041666666666667
S118,2048,0.01041666666666667
S118,2049,0.01041666666666667
S118,2050,0.01041666666666667
S118,2051,0.01041666666666667
S118,2052,0.01041666666666667
S118,2053,0.01041666666666667
S118,2054,0.01041666666666667
S119,2022,0.01041666666666667
S119,2023,0.01041666666666667
S119,2024,0.01041666666666667
S119,2025,0.01041666666666667
S119,2026,0.01041666666666667
S119,2027,0.01041666666666667
S119,2028,0.01041666666666667
S119,2029,0.01041666666666667
S119,2030,0.01041666666666667
S119,2031,0.01041666666666667
S119,2032,0.01041666666666667
S119,2033,0.01041666666666667
S119,2034,0.01041666666666667
S119,2035,0.01041666666666667
S119,2036,0.01041666666666667
S119,2037,0.01041666666666667
S119,2038,0.01041666666666667
S119,2039,0.01041666666666667
S119,2040,0.01041666666666667
S119,2041,0.01041666666666667
S119,2042,0.01041666666666667
S119,2043,0.01041666666666667
S119,2044,0.01041666666666667
S119,2045,0.01041666666666667
S119,2046,0.01041666666666667
S119,2047,0.01041666666666667
S119,2048,0.01041666666666667
S119,2049,0.01041666666666667
S119,2050,0.01041666666666667
S119,2051,0.01041666666666667
S119,2052,0.01041666666666667
S119,2053,0.01041666666666667
S119,2054,0.01041666666666667
S120,2022,0.01041666666666667
S120,2023,0.01041666666666667
S120,2024,0.01041666666666667
S120,2025,0.01041666666666667
S120,2026,0.01041666666666667
S120,2027,0.01041666666666667
S120,2028,0.01041666666666667
S120,2029,0.01041666666666667
S120,2030,0.01041666666666667
S120,2031,0.01041666666666667
S120,2032,0.01041666666666667
S120,2033,0.01041666666666667
S120,2034,0.01041666666666667
S120,2035,0.01041666666666667
S120,2036,0.01041666666666667
S120,2037,0.01041666666666667
S120,2038,0.01041666666666667
S120,2039,0.01041666666666667
S120,2040,0.01041666666666667
S120,2041,0.01041666666666667
S120,2042,0.01041666666666667
S120,2043,0.01041666666666667
S120,2044,0.01041666666666667
S120,2045,0.01041666666666667
S120,2046,0.01041666666666667
S120,2047,0.01041666666666667
S120,2048,0.01041666666666667
S120,2049,0.01041666666666667
S120,2050,0.01041666666666667
S120,2051,0.01041666666666667
S120,2052,0.01041666666666667
S120,2053,0.01041666666666667
S120,2054,0.01041666666666667
S121,2022,0.01041666666666667
S121,2023,0.01041666666666667
S121,2024,0.01041666666666667
S121,2025,0.01041666666666667
S121,2026,0.01041666666666667
S121,2027,0.01041666666666667
S121,2028,0.01041666666666667
S121,2029,0.01041666666666667
S121,2030,0.01041666666666667
S121,2031,0.01041666666666667
S121,2032,0.01041666666666667
S121,2033,0.01041666666666667
S121,2034,0.01041666666666667
S121,2035,0.01041666666666667
S121,2036,0.01041666666666667
S121,2037,0.01041666666666667
S121,2038,0.01041666666666667
S121,2039,0.01041666666666667
S121,2040,0.01041666666666667
S121,2041,0.01041666666666667
S121,2042,0.01041666666666667
S121,2043,0.01041666666666667
S121,2044,0.01041666666666667
S121,2045,0.01041666666666667
S121,2046,0.01041666666666667
S121,2047,0.01041666666666667
S121,2048,0.01041666666666667
S121,2049,0.01041666666666667
S121,2050,0.01041666666666667
S121,2051,0.01041666666666667
S121,2052,0.01041666666666667
S121,2053,0.01041666666666667
S121,2054,0.01041666666666667
S122,2022,0.01041666666666667
S122,2023,0.01041666666666667
S122,2024,0.01041666666666667
S122,2025,0.01041666666666667
S122,2026,0.01041666666666667
S122,2027,0.01041666666666667
S122,2028,0.01041666666666667
S122,2029,0.01041666666666667
S122,2030,0.01041666666666667
S122,2031,0.01041666666666667
S122,2032,0.01041666666666667
S122,2033,0.01041666666666667
S122,2034,0.01041666666666667
S122,2035,0.01041666666666667
S122,2036,0.01041666666666667
S122,2037,0.01041666666666667
S122,2038,0.01041666666666667
S122,2039,0.01041666666666667
S122,2040,0.01041666666666667
S122,2041,0.01041666666666667
S122,2042,0.01041666666666667
S122,2043,0.01041666666666667
S122,2044,0.01041666666666667
S122,2045,0.01041666666666667
S122,2046,0.01041666666666667
S122,2047,0.01041666666666667
S122,2048,0.01041666666666667
S122,2049,0.01041666666666667
S122,2050,0.01041666666666667
S122,2051,0.01041666666666667
S122,2052,0.01041666666666667
S122,2053,0.01041666666666667
S122,2054,0.01041666666666667
S123,2022,0.01041666666666667
S123,2023,0.01041666666666667
S123,2024,0.01041666666666667
S123,2025,0.01041666666666667
S123,2026,0.01041666666666667
S123,2027,0.01041666666666667
S123,2028,0.01041666666666667
S123,2029,0.01041666666666667
S123,2030,0.01041666666666667
S123,2031,0.01041666666666667
S123,2032,0.01041666666666667
S123,2033,0.01041666666666667
S123,2034,0.01041666666666667
S123,2035,0.01041666666666667
S123,2036,0.01041666666666667
S123,2037,0.01041666666666667
S123,2038,0.01041666666666667
S123,2039,0.01041666666666667
S123,2040,0.01041666666666667
S123,2041,0.01041666666666667
S123,2042,0.01041666666666667
S123,2043,0.01041666666666667
S123,2044,0.01041666666666667
S123,2045,0.01041666666666667
S123,2046,0.01041666666666667
S123,2047,0.01041666666666667
S123,2048,0.01041666666666667
S123,2049,0.01041666666666667
S123,2050,0.01041666666666667
S123,2051,0.01041666666666667
S123,2052,0.01041666666666667
S123,2053,0.01041666666666667
S123,2054,0.01041666666666667
S124,2022,0.01041666666666667
S124,2023,0.01041666666666667
S124,2024,0.01041666666666667
S124,2025,0.01041666666666667
S124,2026,0.01041666666666667
S124,2027,0.01041666666666667
S124,2028,0.01041666666666667
S124,2029,0.01041666666666667
S124,2030,0.01041666666666667
S124,2031,0.01041666666666667
S124,2032,0.01041666666666667
S124,2033,0.01041666666666667
S124,2034,0.01041666666666667
S124,2035,0.01041666666666667
S124,2036,0.01041666666666667
S124,2037,0.01041666666666667
S124,2038,0.01041666666666667
S124,2039,0.01041666666666667
S124,2040,0.01041666666666667
S124,2041,0.01041666666666667
S124,2042,0.01041666666666667
S124,2043,0.01041666666666667
S124,2044,0.01041666666666667
S124,2045,0.01041666666666667
S124,2046,0.01041666666666667
S124,2047,0.01041666666666667
S124,2048,0.01041666666666667
S124,2049,0.01041666666666667
S124,2050,0.01041666666666667
S124,2051,0.01041666666666667
S124,2052,0.01041666666666667
S124,2053,0.01041666666666667
S124,2054,0.01041666666666667
S201,2022,0.01041666666666667
S201,2023,0.01041666666666667
S201,2024,0.01041666666666667
S201,2025,0.01041666666666667
S201,2026,0.01041666666666667
S201,2027,0.01041666666666667
S201,2028,0.01041666666666667
S201,2029,0.01041666666666667
S201,2030,0.01041666666666667
S201,2031,0.01041666666666667
S201,2032,0.01041666666666667
S201,2033,0.01041666666666667
S201,2034,0.01041666666666667
S201,2035,0.01041666666666667
S201,2036,0.01041666666666667
S201,2037,0.01041666666666667
S201,2038,0.01041666666666667
S201,2039,0.01041666666666667
S201,2040,0.01041666666666667
S201,2041,0.01041666666666667
S201,2042,0.01041666666666667
S201,2043,0.01041666666666667
S201,2044,0.01041666666666667
S201,2045,0.01041666666666667
S201,2046,0.01041666666666667
S201,2047,0.01041666666666667
S201,2048,0.01041666666666667
S201,2049,0.01041666666666667
S201,2050,0.01041666666666667
S201,2051,0.01041666666666667
S201,2052,0.01041666666666667
S201,2053,0.01041666666666667
S201,2054,0.01041666666666667
S202,2022,0.01041666666666667
S202,2023,0.01041666666666667
S202,2024,0.01041666666666667
S202,2025,0.01041666666666667
S202,2026,0.01041666666666667
S202,2027,0.01041666666666667
S202,2028,0.01041666666666667
S202,2029,0.01041666666666667
S202,2030,0.01041666666666667
S202,2031,0.01041666666666667
S202,2032,0.01041666666666667
S202,2033,0.01041666666666667
S202,2034,0.01041666666666667
S202,2035,0.01041666666666667
S202,2036,0.01041666666666667
S202,2037,0.01041666666666667
S202,2038,0.01041666666666667
S202,2039,0.01041666666666667
S202,2040,0.01041666666666667
S202,2041,0.01041666666666667
S202,2042,0.01041666666666667
S202,2043,0.01041666666666667
S202,2044,0.01041666666666667
S202,2045,0.01041666666666667
S202,2046,0.01041666666666667
S202,2047,0.01041666666666667
S202,2048,0.01041666666666667
S202,2049,0.01041666666666667
S202,2050,0.01041666666666667
S202,2051,0.01041666666666667
S202,2052,0.01041666666666667
S202,2053,0.01041666666666667
S202,2054,0.01041666666666667
S203,2022,0.01041666666666667
S203,2023,0.01041666666666667
S203,2024,0.01041666666666667
S203,2025,0.01041666666666667
S203,2026,0.01041666666666667
S203,2027,0.01041666666666667
S203,2028,0.01041666666666667
S203,2029,0.01041666666666667
S203,2030,0.01041666666666667
S203,2031,0.01041666666666667
S203,2032,0.01041666666666667
S203,2033,0.01041666666666667
S203,2034,0.01041666666666667
S203,2035,0.01041666666666667
S203,2036,0.01041666666666667
S203,2037,0.01041666666666667
S203,2038,0.01041666666666667
S203,2039,0.01041666666666667
S203,2040,0.01041666666666667
S203,2041,0.01041666666666667
S203,2042,0.01041666666666667
S203,2043,0.01041666666666667
S203,2044,0.01041666666666667
S203,2045,0.01041666666666667
S203,2046,0.01041666666666667
S203,2047,0.01041666666666667
S203,2048,0.01041666666666667
S203,2049,0.01041666666666667
S203,2050,0.01041666666666667
S203,2051,0.01041666666666667
S203,2052,0.01041666666666667
S203,2053,0.01041666666666667
S203,2054,0.01041666666666667
S204,2022,0.01041666666666667
S204,2023,0.01041666666666667
S204,2024,0.01041666666666667
S204,2025,0.01041666666666667
S204,2026,0.01041666666666667
S204,2027,0.01041666666666667
S204,2028,0.01041666666666667
S204,2029,0.01041666666666667
S204,2030,0.01041666666666667
S204,2031,0.01041666666666667
S204,2032,0.01041666666666667
S204,2033,0.01041666666666667
S204,2034,0.01041666666666667
S204,2035,0.01041666666666667
S204,2036,0.01041666666666667
S204,2037,0.01041666666666667
S204,2038,0.01041666666666667
S204,2039,0.01041666666666667
S204,2040,0.01041666666666667
S204,2041,0.01041666666666667
S204,2042,0.01041666666666667
S204,2043,0.01041666666666667
S204,2044,0.01041666666666667
S204,2045,0.01041666666666667
S204,2046,0.01041666666666667
S204,2047,0.01041666666666667
S204,2048,0.01041666666666667
S204,2049,0.01041666666666667
S204,2050,0.01041666666666667
S204,2051,0.01041666666666667
S204,2052,0.01041666666666667
S204,2053,0.01041666666666667
S204,2054,0.01041666666666667
S205,2022,0.01041666666666667
S205,2023,0.01041666666666667
S205,2024,0.01041666666666667
S205,2025,0.01041666666666667
S205,2026,0.01041666666666667
S205,2027,0.01041666666666667
